label,cat_3,value,cat_6,num_date_review,location_id,cat_8,cat_10,cat_11,com_type,cat_12,unknown_var_7,unknown_var_8,unknown_var_9,unknown_var_13,unknown_var_17,social_friend_count,delta_time,delta_date,age
0,,,,,,,,,,,14.0,,14.0,,,0.0,,,
0,,,,,,,,,,,67.0,11.3137085,59.0,,-29.0,0.0,,,
1,,,,,,,,,,,0.0,0.0,0.0,,,0.0,,,
0,L,1490000.0,L,59.0,L,S,M,L,M,,11.0,,11.0,0.12,-4.0,446.0,0.135,35.0,37.0
0,,,,,,,,,,,,,,,,205.0,,,
1,,,,,,,,,,,29.0,13.03840481,10.0,,,0.0,,,
0,,,,,,,,,,,10.0,4.725815626,4.666666667,,,107.0,,,
0,,,,,,,,,,,0.0,,0.0,,,0.0,,,
0,,,,,,,,,,,0.0,0.0,0.0,,702.0,2147.0,,,
1,,,,,,,,,,,,,,,,1134.0,,,
0,,,,,,,,,,,,,,,,497.0,,,
0,L,1150000.0,L,0.0,S,M,L,S1,L,,,,,0.08,353.0,0.0,0.0,,26.0
0,,,,,,,,,,,80.0,,80.0,,,1769.0,,,
0,,,,,,,,,,,31.0,13.29661611,7.4,,,0.0,,,
0,L,6493410.0,L,87.0,L,S,L,L,L,L,101.0,,101.0,0.89,3260.0,424.0,2.983,-814.0,41.0
1,,,,,,,,,,,36.0,16.8399327,13.25,,,11.0,,,
0,L,4500000.0,L,6.0,L,L,L,L,L,L,96.0,113.4768699,-11.0,0.62,699.0,0.0,10.339,1646.0,27.0
0,,,,,,,,,,,85.0,55.86143571,45.5,,,1012.0,,,
1,,,,,,,,,,,1.0,0.516397779,0.333333333,,,0.0,,,
0,,,,,,,,,,,49.0,28.29016319,16.33333333,,2535.0,0.0,,,
0,L,5152000.0,L,70.0,L,M,L,L,L,L,36.0,62.79264819,-10.75,0.8,1824.0,0.0,20.938,-323.0,40.0
0,,,,,,,,,,,12.0,,12.0,,,0.0,,,
0,L,4200000.0,L,7.0,L,M,M,L,M,L,15.0,1.154700538,14.33333333,0.49,,0.0,0.074,1585.0,26.0
0,,,,,,,,,,,2.0,26.1629509,-16.5,,,251.0,,,
1,L,2355690.0,L,24.0,L,M,L,L,L,L,110.0,144.9839072,-2.333333333,0.28,,778.0,5.953,1108.0,29.0
0,L,2960000.0,L,27.0,L,M,L,L,L,L,,,,0.3,1069.0,435.0,0.79,1009.0,34.0
0,L,973000.0,L,24.0,L,L,L,M,L,L,0.0,,0.0,0.03,3625.0,196.0,0.023,1097.0,57.0
0,L,2355690.0,L,8.0,L,S,L,L,L,L,-191.0,,-191.0,0.28,728.0,0.0,0.003,1564.0,25.0
0,L,3963400.0,L,106.0,L,M,L,L,L,L,43.0,,43.0,0.43,3622.0,4173.0,7.097,-1391.0,34.0
0,L,2645100.0,L,0.0,L,L,M,M1,M,L,7.0,4.949747468,3.5,0.28,,448.0,0.0,1817.0,29.0
0,L,6121500.0,L,34.0,L,L,M,L,M,L,7.0,20.50609665,-7.5,0.88,,503.0,0.816,795.0,31.0
1,L,1390000.0,L,12.0,L,L,L,M,L,L,1.0,0.577350269,0.333333333,0.08,,0.0,0.056,1454.0,58.0
0,,,,,,,,,,,7.0,15.55634919,-4.0,,,0.0,,,
0,,,,,,,,,,,0.0,165.4629868,-117.0,,,85.0,,,
1,L,973000.0,L,12.0,L,L,L,M,L,L,,,,0.03,700.0,1.0,0.007,1459.0,27.0
1,L,2771400.0,L,91.0,L,M,M,L,M,L,81.0,,81.0,0.29,,4998.0,17.49,-938.0,32.0
1,L,4300000.0,L,3.0,L,M,L,L,L,M1,,,,0.52,,0.0,4.786,1743.0,29.0
0,L,5642000.0,L,49.0,L,L,M,L,M,L,,,,0.84,,908.0,0.001,339.0,27.0
1,L,4472000.0,L,6.0,L,L,L,L,L,S,6.0,,6.0,0.6,,685.0,285.251,1646.0,26.0
1,L,5000000.0,L,1.0,L,L,L,L,L,L,,,,0.77,,0.0,0.275,1768.0,28.0
0,,,,,,,,,,,19.0,5.084289528,2.125,,,424.0,,,
0,,,,,,,,,,,,,,,337.0,257.0,,,
1,,,,,,,,,,,,,,,,827.0,,,
0,,,,,,,,,,,31.0,84.85281374,-29.0,,363.0,0.0,,,
1,L,7864780.0,L,137.0,L,L,L,L,L,L,45.0,31.81980515,22.5,0.93,,0.0,5.273,-1810.0,42.0
1,L,3367400.0,L,67.0,L,M1,M1,L,S1,L,24.0,0.707106781,23.5,0.33,3280.0,322.0,0.006,-215.0,31.0
0,,,,,,,,,,,13.0,5.416025603,5.0,,,4319.0,,,
0,L,4472600.0,L,0.0,L,L,L,L,L,M1,,,,0.6,,2888.0,0.019,1798.0,24.0
0,L,834000.0,L,24.0,L,L,M,M,,L,-54.0,,-54.0,0.01,-17.0,2211.0,0.037,1095.0,28.0
1,L,1390000.0,L,0.0,L,L,M,M,M,L,,,,0.08,,1126.0,0.0,1853.0,26.0
0,L,4480000.0,L,18.0,L,L,L,L,L,L,,,,0.6,1804.0,0.0,0.289,1254.0,27.0
0,,,,,,,,,,,2.0,31.11269837,-20.0,,,596.0,,,
0,L,973000.0,L,12.0,L,L,M,M,M,L,7.0,2.986078811,3.25,0.03,,3703.0,0.0,1480.0,28.0
1,L,894000.0,L,60.0,L,L,M,M,S,M,-92.0,,-92.0,0.01,,466.0,0.043,-11.0,33.0
0,,,,,,,,,,,,,,,,0.0,,,
0,M,4470000.0,L,86.0,L,S,M,L,M,L,18.0,60.10823571,-23.0,0.6,,578.0,0.19,-945.0,34.0
0,L,973000.0,L,12.0,L,L,M,M,M,L,7.0,2.986078811,3.25,0.03,715.0,3703.0,0.0,1480.0,28.0
0,L,9000000.0,L,0.0,L,L,L,L,L,L,28.0,81.23956343,-13.66666667,0.95,353.0,3.0,0.618,1795.0,40.0
1,L,5651570.0,L,124.0,L,M1,M1,L,S1,L,110.0,59.00282479,42.66666667,0.84,4001.0,622.0,0.001,-1447.0,38.0
0,L,2920000.0,L,49.0,L,L,M1,L,S1,L,,,,0.3,,2359.0,0.024,322.0,34.0
1,,,,,,,,,,,37.0,65.55201497,-11.33333333,,2525.0,545.0,,,
0,,,,,,,,,,,12.0,6.184658438,5.25,,,1009.0,,,
1,,,,,,,,,,,-19.0,,-19.0,,339.0,4871.0,,,
1,L,596000.0,L,0.0,L,L,M,M,M,L,9.0,4.425306016,4.25,0.0,,4962.0,0.01,1855.0,27.0
0,M,780000.0,L,6.0,L,L,M,M,M,M,35.0,14.34108318,16.5,0.0,,0.0,0.0,1643.0,32.0
0,L,805000.0,L,0.0,L,L,M,M,M,L,0.0,,0.0,0.01,2907.0,0.0,0.0,,29.0
0,L,3600000.0,L,8.0,L,L,M,L,M,L,,,,0.38,1432.0,0.0,0.0,1479.0,30.0
1,L,834000.0,L,36.0,L,L,S1,M,S1,M,58.0,36.06244584,32.5,0.01,1066.0,0.0,0.005,755.0,28.0
1,,,,,,,,,,,,,,,1074.0,319.0,,,
0,,,,,,,,,,,3.0,1.527525232,1.333333333,,699.0,7.0,,,
1,M,4500000.0,L,0.0,L,M,L,L,L,L,,,,0.62,,0.0,0.031,1808.0,32.0
1,,,,,,,,,,,46.0,47.40165257,-1.75,,,2272.0,,,
1,L,5043573.0,L,44.0,L,L,M,L,M,L,8.0,4.949747468,4.5,0.77,1808.0,820.0,0.0,489.0,30.0
1,,,,,,,,,,,,,,,699.0,7.0,,,
0,L,834000.0,L,36.0,L,L,S1,M,S1,M,7.0,4.041451884,2.333333333,0.01,1066.0,0.0,0.005,755.0,28.0
1,L,3650000.0,L,0.0,L,L,M,L,M,S1,,,,0.38,,0.0,0.0,,27.0
1,L,3933000.0,L,61.0,L,M,L,L,L,L,35.0,51.35529833,-7.833333333,0.43,,607.0,0.0,-27.0,32.0
0,,,,,,,,,,,,,,,2918.0,83.0,,,
1,,,,,,,,,,,,,,,1811.0,298.0,,,
0,L,834000.0,L,36.0,L,L,S1,M,S1,M,7.0,4.041451884,2.333333333,0.01,1066.0,0.0,0.005,755.0,28.0
0,L,4250000.0,L,30.0,L,L,M,L,M,S,,,,0.49,,703.0,0.0,886.0,30.0
1,M,780000.0,L,6.0,L,L,M,M,M,M,16.0,8.96288644,10.33333333,0.0,3273.0,0.0,0.0,1643.0,32.0
0,L,1490000.0,L,17.0,S,S,M,S,,M,,,,0.12,,0.0,15.067,1324.0,57.0
0,L,4250000.0,L,27.0,L,L,M,L,M,S,33.0,11.00564323,5.777777778,0.49,2186.0,776.0,0.229,1007.0,26.0
0,L,2235000.0,L,30.0,L,M,M,L,M,L,59.0,32.23352292,22.0,0.28,,701.0,0.0,,34.0
1,L,4472600.0,L,0.0,L,M,L,L,L,M,,,,0.6,,226.0,0.647,1794.0,34.0
1,L,4000000.0,L,18.0,L,L,M,L,M,L,,,,0.44,,1492.0,1.056,1278.0,28.0
0,L,973000.0,L,73.0,L,L,M,M,M,L,27.0,,27.0,0.03,2543.0,2785.0,1.06,-392.0,27.0
0,,,,,,,,,,,,,,,,736.0,,,
0,L,4300000.0,L,7.0,L,M,L,L,L,L,,,,0.52,,589.0,10.784,1606.0,40.0
1,L,1490000.0,L,34.0,M1,M,M,L,,L,,,,0.12,,1213.0,2.992,799.0,35.0
1,L,2619360.0,L,27.0,L,L,L,M1,L,S1,,,,0.28,1823.0,0.0,97.376,1009.0,32.0
0,,,,,,,,,,,56.0,124.4507935,-32.0,,,2777.0,,,
0,L,3694980.0,L,75.0,L,L,M,M1,,L,43.0,29.69848481,22.0,0.38,,0.0,0.05,-475.0,31.0
0,,,,,,,,,,,55.0,38.89087297,27.5,,702.0,0.0,,,
1,L,4258600.0,L,16.0,L,L,L,L,L,L,26.0,69.37578828,-17.0,0.49,,610.0,3.861,1340.0,30.0
0,L,1390000.0,L,30.0,M1,M,M1,L,S1,L,2.0,84.8763807,-48.0,0.08,3640.0,0.0,0.0,924.0,31.0
1,,,,,,,,,,,,,,,1443.0,0.0,,,
0,L,2235000.0,L,30.0,L,M,M,L,M,L,59.0,32.23352292,22.0,0.28,4012.0,701.0,0.0,,34.0
1,L,3000000.0,L,97.0,L,L,M,M1,,M1,,,,0.3,,958.0,2.109,-1146.0,41.0
0,L,5665000.0,L,43.0,L,L,M,L,M,L,51.0,91.21677477,-13.5,0.84,1073.0,197.0,4.926,515.0,31.0
0,,,,,,,,,,,8.0,67.72370338,-28.0,,1093.0,158.0,,,
1,L,4650000.0,L,41.0,L,L,M,L,M,S,4.0,2.121320344,2.5,0.69,2899.0,0.0,0.0,582.0,32.0
1,L,3665000.0,L,0.0,L,M,M,L,M,L,11.0,,11.0,0.38,2536.0,529.0,1.331,1803.0,27.0
0,L,4500000.0,S,22.0,L,L,M,L,M,M1,15.0,,15.0,0.62,,483.0,0.0,,32.0
0,,,,,,,,,,,12.0,5.131601439,7.666666667,,-7.0,4463.0,,,
0,L,4473000.0,L,6.0,L,L,L,L,L,M1,18.0,6.363961031,13.5,0.6,,0.0,0.953,1620.0,25.0
1,L,2460000.0,L,0.0,L,L,L,M1,L,S1,7.0,3.511884584,3.5,0.28,1087.0,277.0,0.0,1833.0,29.0
1,M,1210000.0,L,25.0,S1,S1,M1,L,S1,,20.0,91.09884741,-38.0,0.08,1436.0,0.0,0.664,1058.0,72.0
0,M,5402000.0,L,73.0,L,L,L,L,L,S,,,,0.83,1812.0,735.0,0.023,-390.0,29.0
0,L,2846000.0,L,21.0,L,L,M,M1,,L,1.0,37.2424489,-21.0,0.29,1069.0,0.0,0.699,1160.0,36.0
0,L,1210000.0,L,0.0,M1,M,M,L,,L,,,,0.08,3271.0,0.0,0.0,1832.0,30.0
1,M,5507040.0,L,149.0,L,S1,M1,L,S1,L,14.0,103.2375901,-59.0,0.84,4002.0,462.0,0.232,-1534.0,40.0
1,L,1390000.0,L,0.0,M1,M,M,L,,L,46.0,19.98749609,16.5,0.08,3276.0,0.0,3.85,1844.0,31.0
1,,,,,,,,,,,41.0,27.57716447,21.5,,,15.0,,,
1,L,3654000.0,L,5.0,L,L,M,L,M,L,,,,0.38,,0.0,3.217,1648.0,25.0
1,L,4700000.0,L,12.0,L,L,M,L,M,S,,,,0.71,2536.0,1733.0,0.229,1464.0,27.0
1,L,6013000.0,L,9.0,L,L,M,L,M,L,0.0,,0.0,0.87,2903.0,0.0,0.0,,33.0
0,,,,,,,,,,,31.0,69.94938646,-14.25,,-13.0,0.0,,,
1,L,4252565.0,L,46.0,L,L,M,L,M,L,,,,0.49,,1504.0,0.823,398.0,31.0
0,L,4104000.0,L,14.0,L,L,M,L,M,L,4.0,,4.0,0.48,,841.0,4.203,1406.0,35.0
0,L,4695000.0,L,50.0,L,L,L,L,L,L,0.0,,0.0,0.69,,1453.0,11.941,309.0,38.0
1,,,,,,,,,,,,,,,,349.0,,,
1,,,,,,,,,,,94.0,123.1218908,-16.0,,,454.0,,,
1,L,4500000.0,L,21.0,L,L,M,L,M,S1,,,,0.62,,449.0,0.0,1193.0,26.0
1,M,3307000.0,L,26.0,L,L,M,L,M,L,,,,0.33,,5000.0,0.0,922.0,32.0
0,M,5801651.0,L,93.0,L,L,M,L,M,M1,0.0,0.0,0.0,0.86,,2378.0,0.015,-1026.0,31.0
0,L,3831600.0,L,39.0,L,L,M,L,M,L,11.0,,11.0,0.41,2907.0,754.0,0.056,643.0,32.0
0,,,,,,,,,,,,,,,,198.0,,,
0,L,2535360.0,L,21.0,L,L,M,M1,,M1,62.0,,62.0,0.28,1065.0,4626.0,1.788,1172.0,38.0
0,M,4500000.0,L,8.0,L,L,M1,L,S1,M,,,,0.62,,0.0,0.939,1552.0,37.0
1,L,4549600.0,L,11.0,L,M,L,L,L,L,0.0,0.0,0.0,0.62,3625.0,323.0,13.511,1496.0,31.0
0,,,,,,,,,,,0.0,,0.0,,,4263.0,,,
0,,,,,,,,,,,-89.0,,-89.0,,707.0,0.0,,,
0,,,,,,,,,,,,,,,,1374.0,,,
0,,,,,,,,,,,41.0,21.07014614,-1.392857143,,-29.0,15.0,,,
0,L,3474000.0,L,30.0,L,L,M,L,M,L,1.0,,1.0,0.35,2897.0,0.0,3.54,920.0,29.0
0,,,,,,,,,,,,,,,,1850.0,,,
0,,,,,,,,,,,,,,,,637.0,,,
0,,,,,,,,,,,25.0,16.97056275,13.0,,2531.0,0.0,,,
1,M,4500000.0,L,8.0,L,L,M1,L,S1,M,10.0,,10.0,0.62,2901.0,0.0,0.939,1552.0,37.0
0,L,6000000.0,L,0.0,L,M,L,L,L,L,9.0,79.90306627,-47.5,0.87,,0.0,3.735,1795.0,31.0
0,L,1490000.0,L,25.0,L,L,M,M,M,M,0.0,45.254834,-32.0,0.12,,263.0,0.0,1059.0,28.0
0,L,4458000.0,L,4.0,L,M,L,L,L,L,,,,0.6,,0.0,14.208,1702.0,32.0
0,L,4252565.0,L,56.0,L,L,M,L,M,L,13.0,6.184658438,3.75,0.49,710.0,1943.0,0.8,100.0,22.0
1,,,,,,,,,,,94.0,55.47654512,-11.0,,,454.0,,,
0,,,,,,,,,,,,,,,,550.0,,,
0,,,,,,,,,,,,,,,,785.0,,,
1,L,3850000.0,L,1.0,L,L,M,L,M,S1,,,,0.41,3259.0,504.0,0.0,1790.0,33.0
0,L,4000000.0,L,47.0,L,L,M,L,M,M1,,,,0.44,,3924.0,0.167,399.0,32.0
0,L,3102240.0,L,12.0,L,L,M,L,S,L,39.0,13.43502884,29.5,0.31,1079.0,0.0,0.67,1465.0,25.0
0,L,3050000.0,L,0.0,L,L,M,L,M,S,,,,0.3,,53.0,0.0,,28.0
1,,,,,,,,,,,37.0,16.39105447,15.0,,339.0,2460.0,,,
1,L,4600000.0,L,17.0,L,L,M,L,M,S,,,,0.69,,1883.0,0.0,1312.0,26.0
0,L,5804000.0,L,0.0,L,L,M,L,M,L,62.0,153.4421715,-46.5,0.86,4010.0,870.0,17.327,1790.0,30.0
0,L,8220000.0,L,2.0,L,L,M,L,M,S,,,,0.94,,0.0,13.153,1737.0,31.0
0,L,1300000.0,L,12.0,M1,M,M,S1,M,M,4.0,,4.0,0.08,,0.0,0.0,1468.0,30.0
1,L,2659650.0,L,35.0,L,M1,S1,L,S1,L,115.0,143.910852,-18.66666667,0.28,1442.0,804.0,1.705,723.0,29.0
0,M,3000000.0,L,13.0,L,L,L,L,L,S1,49.0,18.87980322,8.083333333,0.3,1075.0,2421.0,0.001,1116.0,30.0
1,L,1390000.0,L,12.0,M1,M,M1,L,S1,L,3.0,1.341640786,0.6,0.08,2902.0,2662.0,2.09,1453.0,38.0
1,L,7304000.0,L,17.0,L,L,M,L,M,L,,,,0.92,,936.0,5.978,1278.0,29.0
1,,,,,,,,,,,77.0,37.70499525,20.5,,2897.0,2766.0,,,
1,L,7000000.0,L,41.0,L,M,L,L,L,,,,,0.91,,0.0,484.554,,38.0
0,L,4600000.0,L,19.0,L,L,M,L,M,S,1.0,0.5,0.25,0.69,,0.0,0.228,1251.0,28.0
0,,,,,,,,,,,1.0,,1.0,,,449.0,,,
1,,,,,,,,,,,,,,,,0.0,,,
0,,,,,,,,,,,31.0,12.19289411,15.66666667,,,521.0,,,
1,,,,,,,,,,,5.0,2.886751346,1.666666667,,717.0,945.0,,,
1,L,3700000.0,L,6.0,L,L,M,L,M,L,23.0,86.8427698,-31.5,0.39,,2669.0,0.035,1647.0,28.0
1,L,3800000.0,L,12.0,L,L,L,L,L,S1,26.0,12.03813385,14.75,0.41,1439.0,0.0,9.721,1458.0,26.0
1,,,,,,,,,,,,,,,,1741.0,,,
1,L,4880000.0,L,11.0,L,L,M,L,M,S1,,,,0.74,3986.0,0.0,2.972,1496.0,31.0
1,L,5030000.0,L,22.0,L,L,M,L,M,S1,39.0,22.23360819,13.33333333,0.77,3264.0,393.0,3.017,1159.0,27.0
1,,,,,,,,,,,20.0,9.451631253,7.0,,1451.0,0.0,,,
1,,,,,,,,,,,3.0,,3.0,,2555.0,88.0,,,
1,L,1300000.0,L,45.0,M1,M,M,L,,L,34.0,6.646765167,1.777777778,0.08,1078.0,4836.0,3.465,452.0,25.0
0,,,,,,,,,,,16.0,10.60660172,8.5,,,834.0,,,
1,L,4290000.0,L,9.0,L,L,M,L,M,M1,29.0,83.00803174,-31.33333333,0.49,,0.0,0.003,,32.0
0,L,1043000.0,L,59.0,L,L,L,M,L,M1,,,,0.05,1078.0,0.0,0.749,29.0,39.0
0,L,4260000.0,L,2.0,L,L,L,L,L,L,,,,0.49,701.0,778.0,0.0,1777.0,25.0
1,L,5890000.0,L,113.0,L,L,M,L,M,S1,,,,0.86,,4521.0,0.0,-2.0,31.0
0,L,3420000.0,L,25.0,L,L,M,M1,,M1,126.0,75.66042559,72.5,0.35,,0.0,0.0,1041.0,32.0
0,L,4500000.0,L,129.0,L,L,M,L,M,M,,,,0.62,1817.0,0.0,160.783,-1518.0,44.0
1,L,3069400.0,L,36.0,L,M1,M,L,M,L,10.0,3.5,5.75,0.3,,541.0,112.979,616.0,30.0
0,L,,L,105.0,L,S,M,L,M,L,-42.0,72.12489168,-93.0,0.0,4010.0,1412.0,0.002,,35.0
1,L,5030000.0,L,22.0,L,L,M,L,M,S1,39.0,22.23360819,13.33333333,0.77,,393.0,3.017,1159.0,27.0
0,L,10270000.0,L,7.0,L,L,M,L,M,M,,,,0.96,,422.0,21.123,1587.0,34.0
0,M,4934114.0,L,34.0,L,L,M,L,M,M1,,,,0.76,,1288.0,0.011,786.0,30.0
0,L,4500000.0,L,129.0,L,L,M,L,M,M,9.0,5.196152423,3.0,0.62,1817.0,0.0,160.783,-1518.0,44.0
0,L,15200000.0,L,21.0,L,L,M,L,M,S,,,,0.98,2914.0,461.0,1.854,1159.0,33.0
0,L,4260000.0,L,2.0,L,L,L,L,L,L,73.0,100.0616477,-13.33333333,0.49,702.0,186.0,19.498,1777.0,26.0
0,L,3654000.0,L,0.0,L,L,M,L,M,L,,,,0.38,1446.0,1258.0,13.719,1796.0,28.0
1,,,,,,,,,,,2.0,,2.0,,342.0,837.0,,,
0,,,,,,,,,,,-29.0,,-29.0,,,0.0,,,
0,L,4200000.0,L,67.0,L,M,M1,L,S1,L,11.0,57.65992253,-17.66666667,0.49,-23.0,25.0,10.21,-250.0,42.0
0,L,6400000.0,L,64.0,L,L,M,L,M,S,82.0,41.9563265,34.33333333,0.89,2547.0,2851.0,2.002,-118.0,35.0
0,M,3000000.0,L,13.0,L,L,L,L,L,S1,,,,0.3,1075.0,2421.0,0.001,1116.0,30.0
1,L,4290000.0,L,9.0,L,L,M,L,M,M1,29.0,76.04275113,-19.0,0.49,1813.0,0.0,0.003,,32.0
0,M,1390000.0,L,17.0,M1,M,M,L,,L,195.0,133.7634728,18.0,0.08,3266.0,4994.0,0.001,1277.0,33.0
1,L,3306300.0,L,24.0,L,M,M,L,M,L,,,,0.33,2894.0,0.0,0.807,1101.0,35.0
0,L,4380000.0,L,32.0,L,L,M,L,M,M1,58.0,34.64823228,33.5,0.52,,350.0,1.903,848.0,28.0
0,L,1300000.0,L,45.0,M1,M,M,L,,L,7.0,,7.0,0.08,1078.0,4836.0,3.465,452.0,25.0
0,,,,,,,,,,,0.0,,0.0,,,496.0,,,
0,L,5319000.0,L,33.0,L,L,M,L,M,L,3.0,1.414213562,2.0,0.82,,1088.0,10.129,792.0,28.0
0,L,3306300.0,L,72.0,L,L,M,L,M,M,24.0,9.539392014,13.0,0.33,,704.0,0.03,-357.0,36.0
1,L,3530000.0,L,0.0,L,L,M,L,M,L,-113.0,,-113.0,0.35,,0.0,0.0,1780.0,37.0
1,L,5500000.0,L,56.0,L,L,M,L,M,S,0.0,0.0,0.0,0.84,,1322.0,0.0,,39.0
0,M,4000000.0,L,88.0,S,S,M,L,M,M,,,,0.44,,0.0,0.109,-852.0,27.0
0,L,3477500.0,L,116.0,L,M,M,L,M,M,,,,0.35,,124.0,0.0,,43.0
1,L,7100000.0,L,103.0,L,L,M,L,M,L,-152.0,,-152.0,0.92,2535.0,0.0,0.242,-1307.0,31.0
0,L,5400000.0,L,125.0,L,M,L,L,L,M,8.0,3.535533906,5.5,0.83,,228.0,3.703,-1454.0,37.0
1,L,3451000.0,L,84.0,L,S1,M,L,M,L,12.0,3.535533906,9.5,0.35,,0.0,1.949,-724.0,41.0
0,L,6153000.0,L,42.0,L,L,M,L,M,L,,,,0.88,2180.0,0.0,0.035,551.0,34.0
0,M,973000.0,L,1.0,L,L,M,M,M,L,8.0,11.67618659,-2.333333333,0.03,2908.0,455.0,0.0,1811.0,35.0
0,L,5400000.0,L,58.0,L,L,M,L,M,L,9.0,1.154700538,8.333333333,0.83,,719.0,0.25,67.0,32.0
0,L,605000.0,L,0.0,L,L,S1,M,S1,L,75.0,14.14213562,65.0,0.0,,0.0,0.0,,42.0
1,L,3500000.0,L,23.0,L,L,M,L,M,L,,,,0.35,2533.0,0.0,0.0,,30.0
1,L,5800000.0,L,9.0,L,L,M,L,M,S,,,,0.86,359.0,1236.0,2.783,1549.0,31.0
1,L,3553000.0,L,7.0,L,L,L,L,L,L,,,,0.35,1075.0,0.0,0.099,1585.0,26.0
0,,,,,,,,,,,78.0,100.2712987,-14.33333333,,,473.0,,,
0,,,,,,,,,,,10.0,,10.0,,,1245.0,,,
0,L,1490000.0,L,20.0,S,S,S1,L,S1,M,0.0,151.3208512,-107.0,0.12,,0.0,0.012,1207.0,28.0
1,L,6730000.0,L,46.0,L,L,M,L,M,S1,,,,0.9,2180.0,2101.0,30.478,427.0,29.0
1,L,2415000.0,L,29.0,L,L,L,M1,L,S1,7.0,19.65536398,-7.666666667,0.28,1083.0,0.0,98.711,950.0,35.0
0,L,3474000.0,L,27.0,L,L,M,L,M,L,0.0,,0.0,0.35,1438.0,0.0,2.105,1008.0,34.0
1,,,,,,,,,,,,,,,2897.0,0.0,,,
1,L,3883000.0,L,2.0,L,L,M,L,M,L,,,,0.41,,0.0,0.026,1758.0,27.0
0,L,5570000.0,L,87.0,L,L,M,L,M,S1,11.0,,11.0,0.84,,0.0,9.01,-824.0,31.0
0,L,1300000.0,L,0.0,M1,M,L,S1,L,L,12.0,7.778174593,6.5,0.08,,0.0,13.676,1817.0,27.0
1,L,5330000.0,L,56.0,L,L,M,L,M,S1,38.0,26.87005769,19.0,0.82,2170.0,0.0,0.0,4.0,31.0
1,L,3745000.0,L,11.0,L,M,L,L,L,M,190.0,108.4572826,-6.875,0.39,3993.0,0.0,0.0,,41.0
1,,,,,,,,,,,34.0,61.51083915,-15.25,,1087.0,0.0,,,
1,L,4700000.0,L,55.0,L,L,M,L,M,L,,,,0.71,,0.0,1.056,153.0,27.0
0,L,4500000.0,L,7.0,L,L,L,L,L,S,83.0,83.15597794,-8.75,0.62,,638.0,0.012,1597.0,40.0
0,L,1390000.0,L,24.0,M1,M,M,L,,L,-95.0,,-95.0,0.08,1437.0,0.0,0.0,1106.0,28.0
1,L,4560000.0,L,0.0,L,L,L,L,L,L,2.0,,2.0,0.62,,0.0,0.101,1802.0,33.0
1,L,1390000.0,L,8.0,M1,M,M,L,,L,,,,0.08,,0.0,0.0,1574.0,31.0
0,L,4000000.0,L,6.0,L,L,M,L,M,L,21.0,9.673847907,7.25,0.44,3631.0,1924.0,1.786,1646.0,29.0
0,,,,,,,,,,,,,,,,0.0,,,
0,L,3710000.0,L,28.0,L,L,M,L,M,L,,,,0.39,1456.0,4894.0,0.0,941.0,28.0
1,L,4800000.0,L,4.0,L,L,M,L,M,L,,,,0.74,,0.0,0.756,1708.0,27.0
1,L,7580000.0,L,49.0,L,L,M,L,M,S1,-102.0,,-102.0,0.92,2183.0,144.0,8.819,332.0,32.0
1,L,4310000.0,L,69.0,L,L,M,L,M,L,87.0,61.51828996,43.5,0.52,1816.0,1779.0,7.46,-295.0,25.0
0,,,,,,,,,,,31.0,12.72792206,22.0,,,11.0,,,
0,L,4260000.0,L,18.0,L,M,L,L,L,L,87.0,85.41418696,-5.75,0.49,,427.0,10.961,1275.0,31.0
1,L,3530000.0,L,12.0,L,L,M,L,M,L,16.0,7.325753659,5.5,0.35,,567.0,48.001,1416.0,31.0
0,L,3474000.0,L,30.0,L,L,M,L,M,L,,,,0.35,,3358.0,0.0,920.0,40.0
1,M,6350000.0,L,87.0,L,L,M,L,M,S1,47.0,110.3086579,-31.0,0.89,,1492.0,0.001,-1019.0,29.0
0,,,,,,,,,,,12.0,,12.0,,,4463.0,,,
0,L,4473000.0,L,0.0,L,L,L,L,L,L,39.0,,39.0,0.6,,0.0,0.962,1802.0,48.0
1,,,,,,,,,,,-134.0,,-134.0,,,670.0,,,
0,,,,,,,,,,,3.0,,3.0,,2911.0,2469.0,,,
1,,,,,,,,,,,,,,,,0.0,,,
0,L,5512000.0,L,13.0,L,L,M,L,M,L,,,,0.84,1089.0,1123.0,0.934,1434.0,31.0
0,,,,,,,,,,,,,,,343.0,6.0,,,
1,L,1390000.0,L,0.0,M1,M,M,L,,L,,,,0.08,1092.0,1307.0,0.0,1818.0,25.0
0,,,,,,,,,,,0.0,0.0,0.0,,,92.0,,,
0,L,973000.0,L,0.0,L,L,L,M,L,L,0.0,0.0,0.0,0.03,,974.0,51.691,1848.0,32.0
0,,,,,,,,,,,,,,,334.0,0.0,,,
1,,,,,,,,,,,67.0,29.03101789,15.4,,,14.0,,,
1,,,,,,,,,,,1.0,,1.0,,,1866.0,,,
1,L,3700000.0,L,6.0,L,L,M,L,M,M1,,,,0.39,2543.0,0.0,0.08,1645.0,30.0
1,,,,,,,,,,,6.0,0.707106781,5.5,,,0.0,,,
0,L,1390000.0,L,28.0,M1,M1,M,S1,M,M,0.0,,0.0,0.08,,1276.0,0.019,986.0,33.0
0,,,,,,,,,,,,,,,,670.0,,,
0,,,,,,,,,,,1.0,0.0,1.0,,,0.0,,,
0,,,,,,,,,,,,,,,,4987.0,,,
1,,,,,,,,,,,,,,,350.0,993.0,,,
